no,id,content,main post,poster post,label
1285,dindavanillahijab,@cahyaning_k bisa di order hari kamis hanya via website vanillahijab.com/ Daftar/Registrasi sebelum order ya dear.,no,no,x
1286,dindavanillahijab,"@vividatau ongkir otomatis terhitung saat checkout, pengiriman dari jakarta ya dear.",no,no,x
1287,dindavanillahijab,@oshinulfah coba buka via chrome ta dear.,no,no,x
1288,dindavanillahijab,@putri_dhanyar @mirantimartin info detail produk bisa LINE ke @vanillasupport (pakai @) ya dear.,no,no,x
1289,dindavanillahijab,@alina.mutiara ditunggu info restock nya ya dear.,no,no,x
1290,soamole_fitria,Brpa duit mb? Mw...,no,no,x
1291,alina.mutiara,@dindavanillahijab sm milea pants nya kak 😗,no,no,x
1292,ayu_wms,@vitaadhika kyk jilbabmu,no,no,x
1293,vitaadhika,Bedo motif @ayu_wms,no,no,x
1294,ayu_wms,@vitaadhika miriip,no,no,x
1295,yuan_ady,Cara ordernya gmn ya sist?,no,no,x
1296,moeslimahboutiq,ass yg mw nitip msh bsa ya Jastip 10rb/pcs,no,no,x
1297,euis.23,@moeslimahboutiq mau donk,no,no,x
1298,rosadana_nr,"Hai kak, di aku masih ready segi4 katya black, segi4 cotton heart, segi4 instan tasel macaroon, pasmina dvalentino hazelnut, dustyblue, klasik swing skirt casa, mulberry pleats dress sky size m",no,no,x
1299,muslimahhijab.id,"Yang mau titip langsung dm ya , wilayah Kalimantan 😊😊",no,no,x
1300,rahmarahmi.id,@yuan_ady @carabelanjavanilla,no,no,x
1301,siiputriwidya,@uly.aulia liii mau beli yg ini ga?,no,no,x
1302,puspitaquw,@muslimahhijab.id jastipx brp,no,no,x
1303,houseof_humairoh,Hai sist Aku masih punya Segi4 Floresta Tiffany 75k dan Pashmina Dvalentino 85k. Siap kirim. Yuuk yg minat DM ajaa yaa sist 😊,no,no,x
1304,uly.aulia,@siiputriwidya kamu mau yg ini mput? Yuk ah japri aja hehe,no,no,x
1305,rhitayanidewi,"Sist, mau.. Gmn cara pesnx...",no,no,x
1306,rahmarahmi.id,@rhitayanidewi cek ig @carabelanjavanilla,no,no,x
1307,sarie_jahi,Yg ini kan cantik bgt,no,no,x
1308,lzyinuzuka,Recomended nih hijabers,no,no,x
1309,lzyinuzuka,Yuk diorder sebelum sold out,no,no,x
1310,lzyinuzuka,Like it,no,no,x
1311,lzyinuzuka,Wish me luck,no,no,x
1312,lzyinuzuka,Di minggu ini amiiin,no,no,x
1313,lzyinuzuka,💓,no,no,x
1314,lzyinuzuka,💓💓,no,no,x
1315,lzyinuzuka,💓💓💓,no,no,x
1316,lzyinuzuka,Grab it fast shalihah,no,no,x
1317,ciewiharisman,@sarie_jahi ngincer juga dok? 😂😂,no,no,x
1318,ventadebby.c,Bagus2 semua😍,no,no,x
1319,helloginulur_2693,Yang mau jastip visit @hijabiqueen_id,no,no,x
1320,ulikandri,"Agak bingung dg warnanya, putih, biru apa ijo, peach atau pink, silver atau grey",no,no,x
1321,ri_hijabb,"Hai kaka .. masih ready pashmina MAUREN , DENIM & Floresta tiffany ..siap kirim dr ciledug tangerang ,, deket bs cod",no,no,x
1322,friska_anantha,Aku Mau dong 2,no,no,x
1323,mystuff_mycollection,Ready katya black siap kirim ..😊,no,no,x
1324,meina_hijab,Kita punya motif2 lainnya yuk cek ig sist.,no,no,x
1325,narashopp.id,Available dusty pink dan mint yah.  Minat dm,no,no,x
1326,ichalolivia,Podo wkwkw @sitasitata,no,no,x
1327,chaviagallery,Ready soon all warna masih lengkap. Minat dm ya😊,no,no,x
1328,mimomkitchen,Ready sis...cek di IG mimom kitchen 😍,no,no,x
1329,ila_queen_123,@friska_anantha cek dm sis,no,no,x
1330,elismahfudz,@friska_anantha hai mba...cek DM ya,no,no,x
1331,narashopp.id,Available warna mint.  Ambil 2 dikasih harga special. Dm yah sis,no,no,x
1332,hijab_point,Ready all colors bisa kirim via shopee lbh hemat ongkir 😇,no,no,x
1333,hijabcantikos,ready soon dusty pink n mint,no,no,x
1334,araishijab,"Ready soom segi4 jasmine semua warna lengkap, pengiriman dari bekasi 😉😉",no,no,x
1335,hijab_cantik2052,Ready soon dusty pink dan laude,no,no,x
