no,word
1859,@badutdisko @ardiancahyono takis
1860,@mr.nocturno @ariedeeje siap2 jebol pak
1861,hrga 600rbuan.. dpt diskon 500rbu.. hanya byar 100rbu.. \u0001f601 @ayiariefmaulana
1862,nyohhh diskon pinnnn @sigit_babeipin ... parani!!! ng jogja wis ono
1863,"om bro cabangnya di setiap kota besar itu harus ada biar produk indonesia bisa di pake orang indonesia juga .,terkdang orang mau beli itu ribet di registrasi om bri"
1864,budget dah pol bulan ini..@adityalogy17 ..haha
1865,@deckoll @chamelliaedyus
1866,gan ane daftar di website ko ga dpt kode potongan 50rb
1867,berminat ra pap? @muktiyojaya
1868,mbah mbok menowo pengen nambah koleksine @iwan.wibowoadhi
1869,kirim ke jepang bisa eg om @bro.do
1870,bandung kpn om?
1871,ada store di medan om? @bro.do
1872,@amirulikhsan_
1873,@bro.do min ga salah tag uda dobel tag nya beda narasi
1874,"keingin membuka itu sudah pasti om bro .,amin om bro semoga bisa membuka storenya di setiap kota"
1875,makassar tutup kang...?
1876,"@hashidiq nice info bnget, tpi akuny bru bangun. \u0001f623\u0001f623\u0001f623"
1877,om @bro.do epsilon boots ready ga? di @brodostorejogja?
1878,halo bro @khalifah_rizky epsilon boots ready kok bro \u0001f60a
1879,sampai kapan? atau hari ini aja? @brodostorejogja
1880,"halo bro @djikdjok sampai tgl.31 mei 2017, ditunggu kedatangannya bro \u0001f60a"
1881,om @bro.do store makassar sdh tutup yah????
1882,makasih bro @brodostorejogja
1883,@habipjasin
1884,@tiann07 tancep mass
1885,\u0001f60d\u0001f60d\u0001f60d
1886,","
1887,\u0001f44d\u0001f44d\u0001f44d
1888,aamiin \u0001f64f@bro.do
1889,gan mau tanya brodo apakah bekerja sama dengan online shop lazada? @bro.do
1890,nice..\u0001f60d\u0001f60d\u0001f60d
1891,om @bro.do lengkap ya distore jogja?
1892,@denystwan
1893,@hendrii.iirawan
1894,udah telat.. tgl 12 kemarinn @bayu.ndr \u0001f622\u0001f622\u0001f622\u0001f622
1895,ndk ad diskon ta @bro.do
1896,@bro.do store yg dijkt dimana ya?
1897,bro adain alpha boots di @brodostorejogja dong
1898,siap bro ..minggu besok sudah restock alpha boots \u0001f60a @khalifah_rizky
1899,cuma 1 hari kmarin minggu aja @bro.do ?..
1900,sampai kpn d jogja
1901,iki apik mas @purwanto.septiantito
1902,@septianatita iyo ancene
1903,@bro.do min adain diskonan beginiannya kapan dijakarta haaha \u0001f606 kalo ada diskonan walaupun cuman 10 % berasa spesial wkwkwk
1904,thx @bro.do kemaren saya baru beli di kuningan city
1905,sangat berharga
1906,@badutdisko
1907,kedatangan brodo ke jogja selain berharga juga sangat istimewa seperti daerah istimewa yogyakarta @bro.do istimewa #brodoistimewa
1908,gass bang.. @haslerms
1909,@bro.do ...aku tunggu di jogja
1910,"berharga nya om brodo ke jogja, akan sy apresiasi dengan datang pagi2 sekali dalam acara grand opening om @bro.do"
1911,lokasi jogja nya dmn?
1912,monggo @rochmadamrull
1913,semarang dong haha
1914,bisa nih dikunjungin om @misbahussurur
1915,lokasi wonten pundi?
1916,akhirnya.. dari thn ke thn.. baru singgah ke jogja...
1917,@pranasmara_k
1918,@luthfihendralukmana cuss
1919,solo kapan yaa..???
1920,cek men sapa tau cocok.. @ayiariefmaulana
1921,klo buat cuci sepatu masih ada om???untuk daerah bandung nuhun
1922,kudu disurvey pak.. @ariedeeje
1923,klo buat cuci sepatu masih ada om???untuk daerah bandung nuhun
1924,akhrnya datang jg g hrus bli online lg
1925,josss gandosss. akhirnya ga harus beli online lagiiii
1926,"@mr.nocturno aku ingat dulu., km cerita panjang lebar tentang sepatu ini. dan pengen banget merek ini hadir di jogja. itu, sebelum km beli sepatunya. nah, skrang keinginan kmu terkabul"
1927,colek @novievaadianto @edo_rs
1928,njir. lg ke sby acara di jogja.g bruntung. @bro.do
1929,gih coba kesini besok @zalkad @indrawibd
1930,hahaha.. tapi sayang aku sudah mau berangkat mencari rezeki dinegeri orang lain men.. but at least my dream coming true..\u0001f64f.. @ayiariefmaulana
1931,wah kebetulan besok agenda ke jogja pasti mampir kasih diskon besar ya... hehehe
1932,@wildanjauhar nitip brodo flex dark choco wkwkwk
1933,@zafachruriza custom ng @deca_shoes ae
1934,@wildanjauhar nggone sopo
1935,@zafachruriza mas jauhar
1936,beda ga ya harganya sm jkt om @misbahussurur
1937,"@bro.do makasih dab,.."
1938,ke samarinda nya kapan om bro ? @bro.do
1939,gas bos @desinova21
1940,itu sampe kaappan bro di jogjanya?? @bro.do
1941,@luthfihendralukmana gatau lik muehehe
1942,lu mah taunya harga di gs sih yaa om @misbahussurur
1943,di bogor store nya dimana yaa? @bro.do
1944,buka store di sby donk @bro.do
1945,ditunggu bang cabang storenya di kota palembang kapan \u0001f60e
1946,thanks... ditunggu di semarang
1947,bro ada sepatu yg ukuran 47/48 kah?
1948,ga keren klau blum ada tokonya di medan
1949,pekanbaru please
1950,@bro.do akhirnya jogja juga.. minta alamatnya dong min yg di jogja
1951,"singgah ke semarag om bro, bawa voucher yang banyak. \u0001f602 @bro.do"
1952,"di pekanbaru, kapan nih min?"
1953,"sampai kapan diyogyakarta bro,"
1954,ini bagus nih @caturmujisutrisno
1955,price pleaasee
1956,bos sy prsan ini nmor 43
1957,toko dibandung dmn ya
1958,yg ini barapaan om
1959,harganya berapaan ya
1960,brrapaan sepatunya...?
1961,om bro..ventura copper tan balck sole size40 d web ga ready ya?
1962,medan kapan om? hehe
1963,menanti di malang dan medan om bro.
1964,"jogja ada store nya, atau hrs gimana cara belinya dan bisa milih @bro.do"
1965,yeaa jogja \u0001f60a
1966,ini yg ditunggu !!!!
1967,ini kapan bang?? tgl 12 atawa sekarang? @bro.do
1968,kapan @bro.do ke bogor gan? \u263a
1969,per kapan?
1970,@bro.do malang nya kapan dijamin exist disini\u0001f60a\u0001f604
1971,siiiippp
1972,\u0001f60d\u0001f60d
1973,ada diskon gak min opening dijogja ?
1974,link.nya ga bs d copy mas
1975,ada diskon menarik om @bro.do ?
1976,rencana buka store di lampung gk @bro.do
1977,ada diskon khusus gak bro?
1978,@bro.do kurang puas kalo beli tapi gak bisa megang kulit si ventura el vintage kami tunggu kabar nya\u0001f917 #gentleman #goodpeople #goodchoice \u0001f44f\u0001f44f\u0001f44f
1979,semarang kapan om di tungguu...
1980,surabaya kpn ni om bro.. bisa di sambangi
1981,semarang dunkkk om bro @bro.do banyak peminatnya nihh
1982,bisa reparasi sekalian ga bro?
1983,djogja memang istimewa....jadi deket kl mo hunting @iwan.wibowoadhi
1984,@fadhilgafallo cuukkkk
1985,@helmiwildan_ @wisnuwaskitaaji
1986,online shop bisa ga ombro
1987,indiecology cafenya d daerah mn ombro info alamat lengkapnya dong #salamgentlmen
1988,bress @zuhdii_ @fajri_agus
1989,@kinnasn ayo ayo \u0001f917
1990,@nalarlestari tukulah
1991,@damar_m71 ini mar merk pantople yang waktu itu gua bilang
1992,banjarmasin kapan bro?
1993,kapan ke pekanbaru#brodo
1994,"cakep2,ini yg bakal lu pke buat nnti selasa pir?@raihanzhafir"
1995,yoi mar @damar_m71
1996,@bro.do ...kapan buka di solo..?
1997,min yg model diatas ga ada 45 ya size nya?
1998,kapan buka cabang di manado??
1999,@dhimas_irnawan
2000,"mantaaaaaab akhirnya ada dkt rumah, btw brodo yg dah gw beli 4 thn lalu msh kya baru min, ni sepatu kuat bgt"
2001,pengen nangis (lebay) ... buka besok minggu ya @bro.do
2002,kapan brodo bisa hadir di kota palu?
2003,sragen dong om bro
2004,bali kapan om bro????
2005,mantap
2006,wilujeng...
2007,stock nya apa.aja nih om ?
2008,yg model bgini yg warna hitam ada ga @bro.do ??
2009,mantep nih @bro.do nyampe jogja juga
2010,serius nih brodo ke jogja ????
2011,pemesanan lewat wa bs ngk
2012,ada gak stor'y di makassar boss @bro.do
2013,@muktiyojaya
2014,kasih tau kk @lindastobing
2015,wah gk adil banget... yg di batam gk pernah kebagian diskon.. \u0001f602\u0001f626
2016,di sumatera adain juga dong om @bro.do
2017,di sumatera adain juga dong om @bro.do
2018,@nindyowrehat brodo d jogja
2019,@yulianto_nugroho
2020,sekalian mampir semarang om....
2021,uwes tuku je @andtherow :|
2022,@nurulfuu mantaaapp insta roesy apa ya siapa tau dia mau cari
2023,@roesydananjaya
2024,wah... akhirya open dijogja jg. sampe ketemu dab.... bro...\u0001f60a
2025,akhirnya jogja \u0001f600@bro.do
2026,sumatera adain dong.. lampung nii om @bro.do
2027,save the date\u0001f601\u0001f601\u0001f601
2028,dari jam brapa gan ???
2029,noted....
2030,"luar biasa, mantab dah om bro ini."
2031,very nice
2032,@ekosu.septian
2033,tukokno @sugmaku
2034,ampun ndan @agustinus_sampurno
2035,mas yok @kakdeco
2036,@satria001
2037,ayo...ssk mngkat. sopo bareng...
2038,"kalo sabtu mluncur bang, lah ini jumat.. @taufikrohmanuddin"
2039,di jakarta at depok ada toko nya ga gan
2040,@brebrews
2041,@damarsaloka
2042,di riau kapan om bro. di tunggu nih sowan nya.
2043,kalo mau nyetak katalog nya kontek kontek kita kak @bro.do
2044,balikpapam belum ada om ?
2045,@denotsmj
2046,kapan di solo om \u0001f602\u0001f602@bro.do
2047,@gagangwahyu
2048,@awan_a.s siap nek arep dititipi \u0001f602
2049,@hendra.kyt iki nek rep golek rep buka ng jogja
2050,"om bro, ga mau coba buat store di tangerang, buat store di bintaro donk . hehe"
2051,om mau tanya kl sepatu pronto navi no 39 ada.a kapan @bro.do
2052,batam ada g min @bro.do
2053,serius ni diskon sowan jogjanya om?mlncur ngjar antrian 1 :)
2054,@darukriswono
2055,om brodo... kami sudah di lokasi
2056,om bro plis jambi dong @bro.do
2057,"""kami""? aduh gagal deh jd antrian terdepan :d @audhamuhammad"
2058,ini selamanya atau bentar doang @bro.do . maksudnya punya permanent store di yogya
2059,jangan jogja terus.. solo kapan ni @bro.do ?
2060,tour palembang kapan ? @bro.do
2061,@oktaviaaany
2062,minggu shubuh jam 5 udah antri \u0001f602\u0001f602\u0001f602 @farhanmfth
2063,brpaan ?mau pesen sptunya
2064,kalau store di serang banten ada ga om @bro.do
2065,semoga secepatnya bisa hadir di serang banten om@bro.do
2066,@oktaviaaany asal sabtu cair sih \u0001f602\u0001f602\u0001f602
2067,@malik.maghrib
2068,di store kemang kapan ni om @bro.do \u0001f60a
2069,@samyancik
2070,besok harus kesana @fajarjahariasari
2071,@ilhamhadyan apa kabar doi?
2072,where were you when i needed a present \u0001f622\u0001f622 next time maybe \u0001f60a
2073,mungkin ga ya om @bro.do visit ke lampung ?
2074,aamiin semoga bisa terwujud buat om @bro.do ditunggu khadirannya di bumi #lampung #salamgentlemen
2075,nih @mayarfiani
2076,@egaadityario
2077,brpaan ni bos?
2078,mas bro @bro.do buka store di kawasan sumatera donk khusus nya provinsi riau di kota pekanbaru
2079,sing koyo ngene bro @deval_aditya
2080,salut brooo @bro.do
2081,@harismolan semoga hidayah kamu buat brenti merokok datengnya ga sampe pas punya anak nnti \u0001f64f
2082,@bagusarifandrian \u0001f604\u0001f618
2083,this is so sweet.
2084,keyeeen @rizarwi :3
2085,keren bro....
2086,\u0001f44d
2087,#enjoybrodo \u0001f44d
2088,@adeeyuyun keren nih \u0001f44d\u0001f44d
2089,@didiekprasetyoutomo
2090,awesome @shintanasution
2091,mantap.
2092,modelnya pake sepatu tipe apo om bro?
2093,salam sesama perokok yg sdh nonaktif merokok \u0001f60a
2094,hehe \u0001f61a @innadindya
2095,#kerentanparokok
2096,@hafiznijayati
2097,hikmah dari cerita ini terlalu lama menjomblo bisa menyebabkan anda terlalu lama menjadi perokok akut ~ \u0001f602\u0001f602
2098,keren bro @bro.do
2099,kapan bro.do makassar ada lagi min? @bro.do
2100,cool
2101,@ragil_1626 nih baca gera wqwqwq
2102,"#gentlemenjourney inovasi terbaru dari @bro.do , keren !!!"
2103,"gw juga perokok... ketika anak gw lahir, gw total berenti merokok... tapi ketika istri gw pergi dan bawa anak gw... akhirnya gw merokok lagi..."
2104,sabi
2105,nice \u0001f44a\u0001f44a\u0001f44a
2106,kerennn artikel @bro.do \u0001f44d\u0001f44d\u0001f44d\u0001f44d enakkk badan rasanya berhenti merokok
2107,@yogiews i wish too..
2108,mantap @bro.do
2109,hmmm t yank @septianjp
2110,nicely done @bro.do
2111,@frdlbs far itu sepatunya ada di store ga
2112,"adaaaaaa!! jgn nanya doang, beliii!!!!!"
2113,@masrayi
2114,(+_+)
2115,terima kasih om bro.. semoga bisa menginspirasi \u0001f60a #salamgentlemen
2116,wow si bocah (he so cute) pakai brodo juga \u0001f44d\u0001f3fb
2117,"saya suka ceritanya, cukup inspiratif. dan, saya juga suka bro.do yg dipakai papap. gimana cara dapatinnya pap?"
2118,mas @utuy_sk dipanggil nih \u0001f601 @ap.marthabaya
2119,@rizarwi @ap.marthabaya beli di @brodobdg .. keren n nyaman dipake \u0001f44d\u0001f60a
2120,keren sekali kabita teu bi? @edwinwidyanto
2121,i kado buat zaid ultah mantap ini hehe @fadilaarjuna dhan suka lia ana2 pke spatu ini hahah
2122,@danzhatala dhan beli toh? hahahaha
2123,hahaha saya i masq kado org bli\u0001f602 dia ultah kpn kg i? @fadilaarjuna
2124,29april @danzhatala \u0001f602
2125,@karinoctaviaa keren ni byan pake ini
2126,beliin dunk @azizou_21
2127,ayo ke bandung beli @karinoctaviaa
2128,@muktiyojaya
2129,keren ya mi @lupii_palupi
2130,"apa harus punya ank dulu baru brenti ngerokok,? @dhanielsulistia"
2131,\u0001f618\u0001f618\u0001f618\u0001f618\u0001f618@dianaerwindaachmad \u0001f607\u0001f607\u0001f607 insya allah secepatnya sayang.....
2132,sepatu yng dipakai itu apa ya namanya? ada size 13 atau 14?
2133,om bro..itu sepatu yang di pake lelaki dewasa itu dari brodo juga
2134,pa @agungputranto20 semoga menginspirasi \u263a\ufe0f
2135,@denotsmj
2136,"dan semoga kamu ada tekad kaya gini ya, kelak :"") @man_rokhman"
2137,bang bro? sepatu yg jenis ini masih ad stok g? apa nama ny? trimakasih @bro.do
2138,will you? @adem_lapan (0.0)
2139,papi @dinantasantos
2140,untuk anak hrha brpaan??
2141,gan.. utk anak umur 7 sama 9 tahun aa gk..
2142,@ahmadrobiyan
2143,gan kalo mau ke storenya langsung yg di jakarta/tangerang di daerah mana ya gan?
2144,repair sepatu brodo bisa?
2145,ditunggu carnera nya om..
2146,store di semarang ada gak bro?
2147,"bro, brolabs di store bekasi ada ga?"
2148,bro kalo beli cat nya aja bisa? ada warna apa aja? @bro.do gmn cara belinya kalo bisa thanks bro.
2149,oke bro tengkyu infonya..besok mumpung weekend mau main ke store..lagi ada promo apa nih bro? @bro.do
2150,"bisah kembali seperti semula dk gan ,, sptu y"
2151,muantaaap
2152,mau nanya bro....klo bekas ke gores bisa ilang gk ya..bagi tips donk
2153,pesen online bisa gak
2154,@reshafauzy_
2155,cek this out @wimbofarhandias @andriawanst
2156,krennnn
2157,@bro.do makasih infonya
2158,susah bgt cari no 45. zella full black \u0001f611
2159,yg di foto ini brpe gan...
2160,"halo mas, kalo kulit nubuck bisa jg?"
2161,untuk color nya ada apa aja ya mas bro??
2162,kalau ganti tapak bisa gak om bro.. soalnya tapak sepatu saya udah abis tapi bagian atasnya masih oke.. hihihi
2163,kalo bukan produk brodo boleh juga repaint dsni?
2164,min kl mau ganti sol gmn ya?bisa ke semua counter brodo?
2165,kl dr warna hitam bis di cat ke warna coklat ga bro
2166,@himasatya
2167,@bro.do bro kalo mau repaint sepatu dimana bro? sama sekalian ganti sol nya?
2168,mantep nih hehhe
2169,bro..... mau tanya nih.... saya kan salah salah user @bro.do dari pertama lauching saya sudah punya sepatu brodo.... tapi skr kok bagian dalam nya gak kayak dulu..... dulu kan luar dalam leather skr kok dalam kain.... sehingga cepat bau apek..... apalagi kalau aktifitas tinggi... kalau dulu leather awet.... yang pertama lauching saya pakai sampai skr awet cuma tapak nya menipis... tapi yang baru. saya baru beli 2 bulan dalam nya udah hancur dan bau apek..... type yang sama.... jadi kembali mau beli ragu...
2170,klo sobek bisa dibenerin skalian gak bro @bro.do
2171,\u0001f44c
2172,@smlrwk
2173,maaf keluar jalur om bro...klu jaket biasa di repaint ngga om bro...???
2174,warnain apa bikin baru ? wkwk @nm_hanif
2175,"siap @bro.do padahal saya pertama suka dan jatuh hati sama produk om bro ya karena luar dalam nya kulit, dan kesan premium nya dapat.... kalau skr luar nya kulit nya sih tetap premium dengan harga terjangkau, tapi bagian dalam nya jadi gak nyaman di kaki.... mungkin bagi beberapa orang akan nyaman, beberapa temen saya yang awal nya beli sepatu om bro berpendapat sama, malah produk baru skr mereka jadi ragu karena bagian dalam nya telah hilang kesan premium nya malah ada yang bilang dalamnya gak ada beda sama sepatu kw di taman puring.... sebagai orang yang pertama rekomen ke temen2 saya jadi malu juga di katain gitu, apalagi saya pakai sepatu om bro dari pertma om bro lauching.... semoga tim@produksi bisa mengembalikan kesana premium nya... masalah harga yang akan di up.... saya rasa gpp yang penting enak dipakai dan kesana premium nya dapat, dan saya rasa ada harga ya ada rupa...... sukses selalu ya om @bro.do semoga semakin banyak menghadirkan produk baru...."
2176,@bro.do oke om tar aku tlp yah thanx yaahhh
2177,kalo karet bawah nya yg motif parang itu uda rusak bisa ga om @bro.do
2178,di makassar bisa ga @bro.do
2179,@muhanifs
2180,dumai bisa gk @bro.do
2181,"@bro.do ok bro,,,mksi informasi nya bro"
2182,gan ane mau nanya dong perawatan nya gimana sih ini sepatu. boleh di semir gak sih ?
2183,"@bro.do bro spatu saya sdh pudar boot suede tp bukan merek lokal, bisa di repaint ga bro?"
2184,makasi bro @bro.do
2185,yang el bisa juga ngga min?
2186,"choco tan saya sudah gelap, bisa dibalikan seperti awal lagi? (signore boots choco tan)"
2187,klo ganti alas sepatu ventura & signore bisa ga?
2188,di yogya atau jawa tengah ada om @bro.do ?
2189,nice @megu_fujiiura
2190,yg surabaya dimana min?
2191,tangerang emang storenya ada om bro ?
2192,min jual mink oil ga ?
2193,brapa harga yg kyk di gambar.?
2194,masih bisa repaint? caranya?
2195,mantaaapp
2196,ganti sol bawahnya bisa ga bro?
2197,@bro.do bro kalo sepatu merk lain bisa ngga? trims\u0001f64f\u0001f3fb
2198,bsa repair sol sepatunya ga?
2199,mantaaaaaaaap\u0001f44d\u0001f3fc\u0001f44d\u0001f3fc\u0001f44d\u0001f3fc\u0001f44d\u0001f3fc\u0001f44d\u0001f3fc\u0001f44d\u0001f3fc
2200,kerenn krennnn @bro.do
2201,alamat lengkap brolabs dimana ya?
2202,juwara @brodobdg @bro.do
2203,kalo warna gelap dirubah cat apa bisa atau cuma bisa dengan warna bawaannya aja min?
2204,"om bro.. signore brown black sole size 41 donk, di web nya abis om bro..."
2205,klo posisiku di jogja gmn caranya om @bro.do
2206,@dwisetyoputro
2207,udah bisa terima order brolab nya om @bro.do
2208,posisi d bekasi dimana om admin @bro.do @brolabs nya
2209,mantab masbro #enjoybrodo
2210,"javelin full black mas bro,size 41,kapan ready lagi mas bro.."
2211,klo sepatu nya di kirim bisa bro.do tanpa harus ke sna.
2212,wuih ada cakep banget.. thanks bro \u0001f64f
2213,surabaya kapan bro..
2214,di jogja udah ada brolabs blm @bro.do
2215,kl mau bersihin di jogja bisa dimana aja @bro.do ? mungkin udah kerjasama yg ada di jogja
2216,@saputrabudieko kwii jajalo.. tak jamin balik anyar mneh warnane
2217,bekasi ada ga min
2218,warna merah kulit redwing bisa?
2219,kalo mau beli saya harus pesan kmn ya... cara cepat nya
2220,dimks ada ? @bro.do
2221,brapa lama proses catnya @bro.do ?
2222,manteps nih
2223,hajaaar buooss @ivanfachrizqi
2224,kalau ganti sol bawahnya bisa juga ya om @bro.do ?
2225,sepatuku bisa berubah jadi powerrangers hitam beh hahah @vickysenofantri
2226,@wearebrolabs kalo bahan ch warna coklat pengen gntiwarna jad hitam bisa gak?
2227,@bro.do kalau untuk solnya bisa ngak di repair atau di ganti..?
2228,"untuk jaitan yg putus, bisa dbnerin?"
2229,"@nabillaa13 dah lah, dicat aja deh \u0001f602\u0001f602"
2230,"@hamishbeud keknya lengkap deh tuh mau cat, sol, dah kamu beli satu utk seumur hidup aja \u0001f602\u0001f602"
2231,"@nabillaa13 sama kaya kamu dong, nikah sekali untuk seumur hidup aja \u0001f604"
2232,@hamishbeud sempet2nya...... \u0001f605\u0001f605
2233,dijogjakarta store ny dmn min saya mau beli brodo boots
2234,oke min makasih info ny @bro.do
2235,bro. saya punya brodo signore vintage brown..bisa gak di ganti warna nya jadi warna hitam? kayak signore el full black..
2236,bro untuk ganti warna sepatu vans bisa?
2237,kalo tas kulit bs ga ya? @bro.do
2238,sby adakah
2239,kalo repaint sepatu brodo seperti yg gambar di atas berapaan ya?bisa cat dari cokelat ke hitam ga?
2240,terima kasih infonya bro
2241,om. seri uno udah ga produksi lagi ya ? @bro.do
2242,@omandosi92
2243,warna yg terang ini nama nya apa bos? @bro.do
2244,ini oke harganya jau sama bermerek gw pesen 1
2245,racun paraaahhhh
2246,recommended teroris harus punya ini biar ga ribet bawa peledak di tas \u0001f602\u0001f602\u0001f602\u0001f602\u0001f602 @vanderism_com
2247,racuuunnn abissss.. by the way. review yg pas masukin cas-an jarinya ngetril gitu ya wkwk
2248,aduh keren bgtttt
2249,"nanti kalo udah dapet kiriman money, sisihin ahhh amin amin smg kebeli haha"
2250,\u0001f44c
2251,@vanderism_com waktu itu jual senter yg terang banget yak gan?
2252,ada ongkos kirim gak ini gan \u0001f602\u0001f602\u0001f602
2253,mau
2254,ada size chart nya??
2255,"wkakaka, celana saya \u0001f602"
2256,@wahyudisurinto
2257,berapa harga barang nya celana
2258,@sher_jaya
2259,ada yg celana panjangnya gak si blackhawk ini gan @vanderism_com ?
2260,ko' jadi fokus ke bajunya yak \u0001f604\u0001f604..
2261,min maksud tambhan polymer tdu belt itu apaan?
2262,ayo che...... @madbaguscha
2263,bukan nya ad 4 warna ???
2264,gak ada taktikal yg panjang ya min? @vanderism_com
2265,"@vanderism_com haha itu dia min maksdnya,_ jual celana sekalian ama baju.nya min #racunn"
2266,polymer tdu belt dijual terpisah atau ada dalam satu paket min?
2267,@faizalvin19
2268,tapi bisa kirim lewat pesawat
2269,fidget nya min cepetan keluarin :v
2270,kebanyakan kantong ntar malah melorot celananya\u0001f601
2271,siiipp deh @vanderism_com
2272,ada shock pen ngga
2273,kak aku pengen shock gag pen
2274,masih ada ngga bro
2275,bulu kaki saya banyak bikin yg long pants dong \u0001f923
2276,celana idaman para pencopet
2277,sudah punya hehe
2278,bisa kirim ke papua
2279,keren min @vanderism_com
2280,celana panjang ada gak bro?
2281,kakkkkk kapan hand spinnernya aku nungguin :(
2282,bang fidget spinner nya kpan bang
2283,koq video sama poto beda yah? apa ini celananya dibuat ulang dengan meniru yang ada dipoto yah?
2284,min numpang tanya masih ada stock senter kalung kalung yang kayak di video unboxing saih halilintar ??
2285,berapa an bro
2286,pas duduk njendol2
2287,mau beli
2288,bisa ngirim ke bali?? @vanderism_com
2289,bang ada fidget spinner gk
2290,bisa nyimpan kenangan?\u0001f605
2291,mantap
2292,bisa pesen lewat website min @vanderism_com
2293,ngakak baca caption nya\u0001f602
2294,kalo nyimpen foto mantan bisa ga min?
2295,itu yg nomer 4 hrs bgt ya mas? hahaha.
2296,foto mantan njay :v
2297,"mantab jiwa, tp keluarga saya suka baca buku jd ketauan deh"
2298,kok uangnya masih yg lama?hehee
2299,anjay foto mantan\u0001f602\u0001f602\u0001f602
2300,beli ini nih.buat nyimpen vape lu biar ga ketauan @monic.patricia
2301,@vanderism_com mimin korban perasaan juga nih wkwkwk
2302,admin slow respon sy mau pesan semprotan cabe nda ada respon
2303,nyimpen foto lu @nofadiii
2304,@alandwiansya cepet aja bro...saya sering order di sini
2305,shit hahaha:v @vanderism_com
2306,no 4 super sekali
2307,foto mantan:)
2308,@hastm1
2309,saya minat mau pesan ini cara belinya gmn?
2310,foto mantan yang gak nahan bro hahahaha @vanderism_com
2311,itu dapet piso nya juga
2312,anjir foto mantan :'v
2313,bro ane ada wa sama line
2314,anjirr foto mantan :'v
2315,ini waterproof gitu ga min?
2316,terinspirasi dari anak sekolah mana min?\u0001f602
2317,baru maren gua nanya min ni barang wkwk
2318,wtf foto mantan \u0001f602\u0001f602
2319,stock banyak min ? @vanderism_com
2320,jangan bawa bawa mantan please ahaha
2321,dibawah kasur juga bisa...
2322,brarti harganya brp itu?
2323,mantap ini buat kamuflase @iqu102
2324,foto mantan what the hell\u0001f602 @ruffyvrryal
2325,kalo di bawa ke bandara ke cek isi dalem nya ga
2326,"min, knuckle knife nya itu masih ready barangnya gak? @vanderism_com"
2327,min mini light saber masih adakah ???
2328,"min, balisong type z masih ada gak?"
2329,uda di line kok ga di bales ya? @vanderism_com
2330,kok ngak di jawab sih line nya @vanderism_com
2331,bang magnetic polar pen nya masih kah ?
2332,kalau pesan barang ini gimana caranya gan.....? @vanderism_com
2333,bang swkarang kok slow respon ? @vanderism_com
2334,@alexonder_bregest
2335,foto mantan :')
2336,@rinaldigstfn
2337,"kak, kok pesenan yg buku itu blum sampai?"
2338,kalau lewat wa jadi 99 rbu pa nggak kak @vanderism_com
2339,knuckle nya ada ga? @vanderism_com
2340,@vanderism_com wa dong min 089502071911
2341,brapa?
2342,mau mas
2343,@afsdewii_
2344,ready ga om? @vanderism_com
2345,om berapa harganya????
2346,@0__zidane__0
2347,@0__zidane__0
2348,mo dong
2349,njir foto mantan
2350,cara ngisi voucher nya gimana? @vanderism_com
2351,masih ada mas? @vanderism_com
2352,mau pesan
2353,jahat banget nyimpen foto mantan ;(
2354,"njirrr, foto mantan disimpen! :"")"
2355,mau tanya min kalau mau beli pembayaran via apa dan dikirimnya .
2356,@vanderism_com
2357,njirr rek foto mantan
2358,harga brp gan
2359,bang ada no telp gak
2360,@ryanigg
2361,foto mantan \u0001f602
2362,bisa nyimpen kenangan sama mantan juga ga min ? @vanderism_com
2363,"ternyata si maling followers @vanderism_com, hmmm..."
2364,yaah cuma ini gan yg baru yg lain ga ada? @vanderism_com
2365,foto mantan bah
2366,bisa custom cover gk?
2367,cb klo covernya bisa dicustom......
2368,ada kunci serep kan min
2369,@vvdrella
2370,mau ini @novrinasnur
2371,@hakimr21 @alvinasmawi @miazmiii cocok nggo nyimpen \u0001f602
2372,"kok salfok sama pisaunya \u0001f602, btw pisau apaan tuh min ? @vanderism_com"
2373,@dwimarini17
2374,sikat @mhmmadalgazali @an.mhmmd
2375,udah gak jadi rahasia lagi dong min
2376,pgn beli tp gatau mau ngumpetin apa
2377,berat nya brp min?
2378,keren...
2379,@raden_nabilla
2380,@attrlfwd
2381,mau meseny nya gmn sih caranya @vanderism_com
2382,"jujur""an kalo yg pertama sih kaga juga abisnya udh sejak lama di a*e ada"
2383,gan klo mau beli ada di online shop mna? @vanderism_com
2384,bisa kirim ke depok? @vanderism_com
2385,foto mantan aman gak nih bang ditaro disini ? takutnya ketahuan ama pacar barunya :v
2386,ahh gila racunnya mantap banget... kapan lg ada yg baru nih wkwkwk
2387,@warren_evander15 @timothyharlan hayu beli jadiken kotak pensil wkwkwkwa
2388,kreatif ya
2389,lah kalo bisa nyimpen foto mantan yang ada malah kebakar sendiri fotonya\u0001f602\u0001f602\u0001f602
2390,saya mesen donk min
2391,"admind kocak, ya kali foto mantan di simpen situ, cocoknya di bakar pake high voltage blue laser 50.000mw dri jarak jauh\u0001f602\u0001f602"
2392,gen halilintar
2393,aku mau
2394,@alexamli
2395,"widih bisa buat bawa hp diem"" kesekolah dong :v @vanderism_com"
2396,saya mau membuat tapi tidak tau caranya bisa kasih tau gak ya
2397,di jogja ada tokonya gak ya?
2398,@muhammadedgy ed tukokno
2399,@ulul.iur gae nyimpen hp pas enk razia :v
2400,ane fokus ke dirty level sex
