id,content,main post,label,,
ancanhalus,bukan nya ad 4 warna ???,no,jawab,,jawab
prasetyasukma,Gak ada taktikal yg panjang ya min? @vanderism_com,no,jawab,,jawab
vanderism_com,@lin_valentino wahahaha bajunya nanti mau release .. dia anti air .. merk 511 .. cmn agak mahal,no,x,,x
lin_valentino,"@vanderism_com haha itu dia min maksdnya,_ jual celana sekalian ama baju.nya min #racunn",no,baca,,baca
vanderism_com,@gabriel_wanggai harga ada di deskripsi,no,x,,x
vanderism_com,@dhanisatriawan_  Ukuran 29-30 // Lingkar Pinggang = 76-80cmUkuran 31-32 // Lingkar Pinggang = 81-84cmUkuran 33-34 // Lingkar Pinggang= 85-87cmUkuran 35-36 // Lingkar Pinggang= 88-93cmUkuran 37-38 // Lingkar Pinggang= 94-99cmUkuran 39-40 // Lingkar Pinggang =98-105cm,no,x,,x
vanderism_com,@alimboboks blm termasuk ongkir .. semua produk vanderism blm termasuk ongkir hehehe,no,x,,x
priangga08,polymer TDU Belt dijual terpisah atau ada dalam satu paket min?,no,jawab,,jawab
vanderism_com,@priangga08 dijual terpisah broo kalau bro mau 😀,no,x,,x
mi_zu_to,@faizalvin19,no,abaikan,,abaikan
gabriel_wanggai,Tapi bisa kirim lewat pesawat,no,jawab,,jawab
vince.cavanaugh,Fidget nya min cepetan keluarin :v,no,baca,,baca
ssvxwr,kebanyakan kantong ntar malah melorot celananya😁,no,baca,,baca
vanderism_com,@syujaariq beli tali pinggangnya dong hahaha,no,x,,x
vanderism_com,@gabriel_wanggai bisa,no,x,,x
ssvxwr,siiipp deh @vanderism_com,no,baca,,hitung
hellmyfa_,Ada shock pen ngga,no,jawab,,jawab
rizqi_ridwanullah1212,Kak aku pengen shock gag pen,no,baca,,baca
vanderism_com,"@rizqi_ridwanullah1212 @hellmyfa_ @ihsanmrydi_ ada bro, kalau mau tanya lebih lanjut bisa click di link bio .. Instagram kami .. sama akan ada giveaway setiap 2 minggunya",no,x,,x
hellmyfa_,Masih ada ngga bro,no,jawab,,jawab
vanderism_com,@hellmyfa_ masih ada broo .. bisa lgsg click link yang ada di bio instagram kami .. untuk pertanyaan lebih lanjut,no,x,,x
farikesid,Bulu kaki saya banyak bikin yg long pants dong 🤣,no,baca,,baca
anjarsatria,Celana idaman para pencopet,no,baca,,baca
ryugajailani3,Sudah punya hehe,no,baca,,baca
vanderism_com,@farikesid ada ready kok bro,no,jawab,,jawab
gabriel_wanggai,Bisa kirim ke papua,no,jawab,,jawab
dimas_swamandala,Keren min @vanderism_com,no,baca,,hitung
agprstya_,Celana panjang ada gak bro?,no,jawab,,jawab
ardenjeremy_,Kakkkkk kapan Hand spinnernya aku nungguin :(,no,jawab,,jawab
thebudisdeo,Bang fidget spinner nya kpan bang,no,jawab,,jawab
difypurba,Koq video sama poto beda yah? Apa ini celananya dibuat ulang dengan meniru yang ada dipoto yah?,no,jawab,,jawab
hariyanto_9595,Min numpang tanya masih ada stock senter kalung kalung yang kayak di video unboxing saih halilintar ??,no,jawab,,jawab
prajatito81,Berapa an bro,no,jawab,,jawab
mochwingga,Pas duduk njendol2,no,baca,,baca
beny_setyawan66,Mau beli,no,baca,,hitung
vanderism_com,@beny_setyawan66 untuk info pertanyaan lebih lanjut bisa hubungi kami di WA 0818111373,no,x,,x
dwiky_prayoga_41,Bisa ngirim ke bali?? @vanderism_com,no,jawab,,jawab
rafie_dita,Bang ada fidget spinner gk,no,jawab,,jawab
vanderism_com,"Buku Rahasia Pertama di Indonesia➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖Secret Hidden BookSafeKotak ini memiliki bentuk unik yaitu seperti buku bacaanBisa disimpan:1. Uang2. Alat darurat3. Benda berharga4. Foto mantanDengan bentuk buku ini, maka tidak akan ada orang menduga bahwa buku ini adalah sebuah kotak penyimpanan barang➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖ Spec:- 2pcs Safety Lock- Bahan : Full Stainless Steel- Ukuran: 24 x 15.5 x 55mmHarga Normal: 119.000Harga Voucher Website: 99.000CODE VOUCHER: BOOKSAFE77 ➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖ For Further Information Dont Hesitate To Contact Us:🚀 LINE: @vanderism (pakai @)🚀 Whatsapp: 0818111373🚀 Official Website: www.vanderism.com🚀 Testimonials : @vanderismtestimonialsFor Business Enquiries Email usvanderism@yahoo.co.idReal Man Real Toys 🚀 .....#karambit #brangkas #booksafe #buku #petualangan #indovidgram #senjata #airsoft #demo #dagelan #indovidgram #adventure #indovidgram #hiking #jagadiri #polisi #mantoys #tacticool #tactical #EDC #vanderism #senjatatajam #multicam #pedang #perlindungan",yes,x,,x
aryasignori,bisa nyimpan kenangan?😅,no,jawab,,jawab
vanderism_com,@aryasignori bisa asal hati kuat,no,x,,x
balarama_dasa,MANTAP,no,baca,,hitung
sevewman,Bisa pesen lewat website min @vanderism_com,no,jawab,,jawab
anantasepthama,Ngakak baca caption nya😂,no,baca,,baca
rafiprianda,Kalo nyimpen foto mantan bisa ga min?,no,jawab,,jawab
fionamercys,Itu yg nomer 4 hrs bgt ya mas? Hahaha.,no,jawab,,jawab
andi.rafly,Foto mantan njay :v,no,abaikan,,abaikan
jrihady,"Mantab jiwa, tp keluarga saya suka baca buku jd ketauan deh",no,baca,,hitung
vanderism_com,@rafiprianda bisa banget dong .. wajib brother,no,x,,x
khairusabi,Kok uangnya masih yg lama?hehee,no,jawab,,jawab
farrrellll,Anjay foto mantan😂😂😂,no,abaikan,,abaikan
kingadesatria,Beli ini nih.buat nyimpen vape lu  biar ga ketauan @monic.patricia,no,abaikan,,abaikan
rafiprianda,@vanderism_com mimin korban perasaan juga nih wkwkwk,no,abaikan,,abaikan
vanderism_com,@kingadesatria 👍😄 best comment of the day,no,baca,,baca
alandwiansya,Admin slow respon sy mau pesan semprotan cabe nda ada respon,no,baca,,baca
hidayatulfikri_,Nyimpen foto lu @nofadiii,no,abaikan,,abaikan
m_azis,@alandwiansya cepet aja bro...saya sering order di sini,no,baca,,baca
kingadesatria,Shit hahaha:v @vanderism_com,no,abaikan,,abaikan
khairulputraa,No 4 super sekali,no,baca,,baca
hafizhahinas,Foto mantan:),no,abaikan,,abaikan
michaelzhang47,@hastm1,no,abaikan,,abaikan
hafizkurniawan,Saya minat mau pesan ini cara belinya gmn?,no,jawab,,jawab
rifqi_arigha,Foto Mantan yang gak Nahan bro hahahaha @vanderism_com,no,abaikan,,abaikan
muhammadosamasaleh,Itu dapet piso nya juga,no,jawab,,jawab
ferdian_shah,Anjir foto mantan :'V,no,abaikan,,abaikan
ufukyanuardi,bro ane ada wa sama line,no,baca,,baca
ra.zz_,Anjirr foto mantan :'v,no,abaikan,,abaikan
akbarkar,Ini waterproof gitu ga min?,no,jawab,,jawab
arikfaissani,Terinspirasi dari anak sekolah mana min?😂,no,jawab,,jawab
hamba.yangdiatas,Baru maren gua nanya min ni barang wkwk,no,baca,,baca
naufaldiefary_,WTF foto mantan 😂😂,no,abaikan,,abaikan
irsaladtya.29,Stock banyak min ? @vanderism_com,no,jawab,,jawab
rifqifaizala,Jangan bawa bawa mantan please ahaha,no,abaikan,,abaikan
allano_lintang,Dibawah kasur juga bisa...,no,abaikan,,abaikan
tino_steinarr,Brarti harganya brp itu?,no,jawab,,jawab
praditamaap,Mantap ini buat kamuflase @iqu102,no,baca,,baca
vinthegreat25,Foto mantan what the hell😂 @ruffyvrryal,no,abaikan,,abaikan
vanderism_com,@tino_steinarr sesuai deskripsi brother Tino,no,x,,x
wawanclan,Kalo di bawa ke bandara ke cek isi dalem nya ga,no,jawab,,jawab
vanderism_com,@wawanclan belum pernah dicoba .. tapi setau saya .. tetep tembus Xray apapun bentuknya .. terlepas dari brangkas,no,x,,x
masmbass_,"Min, knuckle knife nya itu masih ready barangnya gak? @vanderism_com",no,jawab,,jawab
ridwanrpang,Min mini light saber masih adakah ???,no,jawab,,jawab
vanderism_com,@ridwanrpang masih broo heheh,no,x,,x
ifathurrasyid,"Min, balisong type Z masih ada gak?",no,jawab,,jawab
rickydanielg,uda di line kok ga di bales ya? @vanderism_com,no,jawab,,jawab
nelsonnathan345,Kok ngak di jawab sih line nya @vanderism_com,no,jawab,,jawab
haidaryqat,Bang magnetic polar pen nya masih kah ?,no,jawab,,jawab
bektisetiyoko,Kalau pesan barang ini gimana caranya gan.....? @vanderism_com,no,jawab,,jawab
aaanfasa.a,bang swkarang kok slow respon ? @vanderism_com,no,jawab,,jawab
m_aldiia,@alexonder_bregest,no,abaikan,,abaikan
tumblr.lolol,Foto mantan :'),no,abaikan,,abaikan
mufty_ar,@rinaldigstfn,no,abaikan,,abaikan
faariz_ad,"Kak, kok pesenan yg buku itu blum sampai?",no,jawab,,jawab
vanderism_com,@ifathurrasyid ready yang black bro balisong type z-nya. Bisa order langsung ke LINE @vanderism ya bro ^^ atau WA 0818111373,no,x,,x
vanderism_com,"@rickydanielg @nelsonnathan345
 Halo bro Ricky, bro Nelson chatnya pasti akan dibalas kok bro. Mohon 
maaf karena chat yang masuk banyak jadi kita balasnya dari chat yang 
bawah bro",no,x,,x
vanderism_com,"@haidaryqat masih ada broo, bisa order langsung ke LINE @vanderism ya bro ^^ atau WA 0818111373",no,x,,x
vanderism_com,@bektisetiyoko bisa order langsung ke LINE @vanderism ya bro ^^ atau WA 0818111373,no,x,,x
vanderism_com,"@aaanfasa
 Mohon maaf ya bro atas ketidaknyamanannya, chat yang masuk banyak 
banget bro per harinya jadi kita balesin chat dari yang paling bawah 
dulu broo",no,x,,x
vanderism_com,@faariz_ad boleh ditanyakan ke admin bersangkutan ya bro Faariz ^^,no,x,,x
bektisetiyoko,Kalau lewat wA jadi 99 rbu pa nggak kak @vanderism_com,no,jawab,,jawab
vanderism_com,@bektisetiyoko enga hehehhe .. via website only,no,x,,x
rayhan_r129,Knuckle nya ada ga? @vanderism_com,no,jawab,,jawab
rama_clasher,@vanderism_com wa dong min 089502071911,no,jawab,,jawab
dionmustapa,Brapa?,no,jawab,,jawab
dionmustapa,Mau mas,no,baca,,baca
ahnaf_denta01,@afsdewii_,no,abaikan,,abaikan
rofiqmuzie,Ready ga om? @vanderism_com,no,jawab,,jawab
iqbalfikri7,om berapa harganya????,no,jawab,,jawab
hsnwryudha_,@0__zidane__0,no,abaikan,,abaikan
hsnwryudha_,@0__zidane__0,no,abaikan,,abaikan
dr.milkyway,Mo dong,no,baca,,baca
rajib_671,Njir foto mantan,no,abaikan,,abaikan
yudha_triansya,Cara ngisi voucher nya gimana?  @vanderism_com,no,jawab,,jawab
dionmustapa,Masih ada mas? @vanderism_com,no,jawab,,jawab
seftyrahayu_putri,Mau pesan,no,baca,,baca
muh_yusuf_,jahat banget nyimpen foto mantan ;(,no,abaikan,,abaikan
meysaa05_,"njirrr, foto mantan disimpen! :"")",no,abaikan,,abaikan
rahdyn_putra,Mau tanya min Kalau Mau beli Pembayaran Via apa dan dikirimnya .,no,jawab,,jawab
rahdyn_putra,@vanderism_com,no,baca,,baca
cashmerecolonel47519,njirr rek foto mantan,no,abaikan,,abaikan
diiinnooo_,Harga brp gan,no,jawab,,jawab
hammaz_401_5555,Bang ada no telp gak,no,jawab,,jawab
zharfan_3,@ryanigg,no,abaikan,,abaikan
vanderism_com,"Buku Rahasia Pertama di Indonesia➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖Secret Hidden BookSafeKotak ini memiliki bentuk unik yaitu seperti buku bacaanBisa disimpan:1. Uang2. Alat darurat3. Benda berharga4. Foto mantanDengan bentuk buku ini, maka tidak akan ada orang menduga bahwa buku ini adalah sebuah kotak penyimpanan barang➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖ Spec:- 2pcs Safety Lock- Bahan : Full Stainless Steel- Ukuran: 24 x 15.5 x 55mmHarga Normal: 119.000Harga Voucher Website: 99.000CODE VOUCHER: BOOKSAFE77 ➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖ For Further Information Dont Hesitate To Contact Us:🚀 LINE: @vanderism (pakai @)🚀 Whatsapp: 0818111373🚀 Official Website: www.vanderism.com🚀 Testimonials : @vanderismtestimonialsFor Business Enquiries Email usvanderism@yahoo.co.idReal Man Real Toys 🚀 .....#karambit #brangkas #booksafe #buku #petualangan #indovidgram #senjata #airsoft #demo #dagelan #indovidgram #adventure #indovidgram #hiking #jagadiri #polisi #mantoys #tacticool #tactical #EDC #vanderism #senjatatajam #multicam #pedang #perlindungan",yes,x,,x
alibasyahrachmad,Foto mantan 😂,no,abaikan,,abaikan
arian.syah.p,Bisa nyimpen kenangan sama mantan juga ga min ? @vanderism_com,no,abaikan,,abaikan
naufalhasbi,"Ternyata si maling followers @vanderism_com, hmmm...",no,baca,,baca
irfannbhai,Yaah cuma ini gan yg baru yg lain ga ada? @vanderism_com,no,jawab,,jawab
suryahandik4,Foto mantan bah,no,abaikan,,abaikan
viryadl,Bisa custom cover gk?,no,jawab,,jawab
detatrisnata,Cb klo covernya bisa dicustom......,no,baca,,baca
vanderism_com,@viryadl @detatrisnata palingan buat sendiri bro 😅,no,x,,x
wiryawanabdn,Ada kunci serep kan min,no,jawab,,jawab
ginandjar_09,@vvdrella,no,abaikan,,abaikan
amirabasyaib,Mau ini @novrinasnur,no,baca,,hitung
mashirorn_,@hakimr21 @alvinasmawi @miazmiii cocok nggo nyimpen 😂,no,baca,,baca
ryanc.s,"Kok salfok sama Pisaunya 😂, btw pisau apaan tuh min ? @vanderism_com",no,jawab,,jawab
kantajaya,@dwimarini17,no,abaikan,,abaikan
alpiangoldluck,Sikat @mhmmadalgazali @an.mhmmd,no,baca,,hitung
edwinemo,Udah gak jadi rahasia lagi dong min,no,baca,,baca
hamamnm96,Pgn beli tp gatau mau ngumpetin apa,no,baca,,baca
pancaxkhrlxkhwn,Berat nya brp min?,no,jawab,,jawab
raykaia,Keren...,no,baca,,hitung
exceldien,@raden_nabilla,no,abaikan,,abaikan
andrea_ssu,@attrlfwd,no,abaikan,,abaikan
akbarlaksmana,Mau meseny nya gmn sih caranya @vanderism_com,no,jawab,,jawab
wikyiwahyudi,"Jujur""an kalo yg pertama sih kaga juga abisnya udh sejak lama di A*E ada",no,baca,,baca
ahmdnau007,Gan klo mau beli ada di online shop mna? @vanderism_com,no,jawab,,jawab
vanderism_com,@ahmdnau007 www.vanderism.com,no,x,,x
ahmdnau007,Bisa kirim ke Depok? @vanderism_com,no,jawab,,jawab
dandysatria_,Foto mantan aman gak nih bang ditaro disini ? Takutnya ketahuan ama pacar barunya :v,no,jawab,,jawab
tino_steinarr,Ahh gila racunnya mantap banget... kapan lg ada yg baru nih wkwkwk,no,jawab,,jawab
celreynaldo,@warren_evander15 @timothyharlan  hayu beli jadiken kotak pensil wkwkwkwa,no,abaikan,,abaikan
dimas_swamandala,Kreatif ya,no,baca,,hitung
gokil_abiz13,Lah kalo bisa nyimpen foto mantan yang ada malah kebakar sendiri fotonya😂😂😂,no,abaikan,,abaikan
faariz_ad,Saya mesen donk min,no,baca,,baca
vanderism_com,@faariz_ad siaaapp,no,x,,x
vanderism_com,@gokil_abiz13 😄 wakaka,no,x,,x
andifernandi,"Admind kocak, ya kali foto mantan di simpen situ, cocoknya di bakar pake HIGH VOLTAGE BLUE LASER 50.000MW dri jarak jauh😂😂",no,baca,,baca
kevinandrian8381,Gen halilintar,no,baca,,baca
rakhasatyabirawa,aku mau,no,baca,,baca
maurice1501,@alexamli,no,abaikan,,abaikan
raka_rpztr,"Widih bisa buat bawa hp diem"" kesekolah dong :v @vanderism_com",no,baca,,baca
vanderism_com,@andifernandi sadessttt wkwkwk,no,x,,x
vanderism_com,@rakhasatyabirawa bisa order langsung ke LINE @vanderism ya bro ^^ atau WA 0818111373,no,x,,x
muhrozinmm,Saya mau membuat tapi tidak tau caranya bisa kasih tau gak ya,no,jawab,,jawab
muhrozinmm,Di jogja ada tokonya gak ya?,no,jawab,,jawab
bhakti_banda,@muhammadedgy ed tukokno,no,abaikan,,abaikan
muhammadrolland313,@ulul.iur gae nyimpen hp pas enk razia :v,no,abaikan,,abaikan
kevin_riady,Ane fokus ke dirty level sex,no,abaikan,,abaikan
muhammadedgy,Arep kok gawe simpen foto mantan ye? @bhakti_banda,no,abaikan,,abaikan
ulul.iur,@agnarbr @anggarad_23 @taufiq_mahendra @reez.ka @via.ndra @bangsa_petrik @edopermadana_04,no,abaikan,,abaikan
beloved_muslimah,Bagus,no,baca,,hitung
vanderism_com,@kevin_riady dirty little secret broo 😂 bukan level sex wkwkw,no,x,,x
kevin_riady,Kirain  min 😅,no,baca,,baca
dajun_28,Gan paket saya blm sampe saya trf jumat,no,jawab,,jawab
iqbalfikri7,gw b,no,abaikan,,abaikan
iqbalfikri7,gw pengen beli,no,baca,,baca
iqbalfikri7,harga nya berapa?,no,jawab,,jawab
hnifmchfudz,"gan itu luarnya bahanya apa metal juga atau kulit?,kalo diketok. bunyi nggak?",no,jawab,,jawab
riqki_23,Belii bar....😂 @barraaji14,no,baca,,baca
barraaji14,Simpen apa dudul wkwk @riqki_23,no,abaikan,,abaikan
tegar_mandiri_,Min..,no,abaikan,,abaikan
ddisyarraluam,Kuat?,no,jawab,,jawab
chandrakusnadi86,Buat nyimpen hp di asrama bor,no,baca,,baca
kamupiuk3,Brp itu om? Say mau beli,no,jawab,,jawab
ramaagng_,Bwt simpen kertas contekan coy @mhmdfrz_ @primanurfauzi_,no,baca,,baca
diiinnooo_,Harga nya brp gan,no,jawab,,jawab
fauziahlintangnur,Harganya brp?,no,jawab,,jawab
vanderism_com,QTRZ Karambit = B.A. Baracas Karambit➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖ Karambit terfavorit untuk para AirsofterSecondary Gun Karambit dengan desain yang terinspirasi dari Hawkbill menjadikan Baracas Karambit ini terlihat lebih garang➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖ Spec:- Ada penjepit untuk ditaruh di pinggang- Panjang saat dibuka : 19cm- Panjang saat dilipat : 14cm- Bahan : Titanium Carbon + CPM-154Other website price : $108Vanderism price : 109.000BONUS V Gold Waterproof Sticker ➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖ For Furher Information Dont Hesitate To Contact Us:🚀 LINE: @vanderism (pakai @)🚀 Whatsapp: 0818111373🚀 Official Website: www.vanderism.com🚀 Testimonials : @vanderismtestimonialsFor Business Enquiries Email usvanderism@yahoo.co.idReal Man Real Toys 🚀 .....#karambit #mantis #baracas #qtrz #petualangan #indovidgram #senjata #airsoft #demo #dagelan #indovidgram #adventure #indovidgram #hiking #jagadiri #polisi #mantoys #tacticool #tactical #EDC #vanderism #senjatatajam #multicam #pedang #perlindungan,yes,x,,x
abogoboga_radit.e.a.s,Order,no,baca,,baca
mahisha.p,Buat nyunat kayi' kayi' yg belom sunat nggak alot lagi ya kalo pake ini 😂,no,abaikan,,abaikan
redybullying,Om @vanderism_com udah tau lelangan JP production di Facebook. Buat seperti itu pst keren.,no,baca,,baca
anzay.222,@vanderism_com  pemenang quiznya mana?,no,jawab,,jawab
fchrnrchmn,Sama karambit yang kemarin tajaman mana min?,no,jawab,,jawab
vanderism_com,@anzay.22 sudah dijawab 3 hari yang lalu broo di Instagram Story Vanderism hehhee,no,x,,x
vanderism_com,@redybullying coba saya lihat bro,no,x,,x
anzay.222,@vanderism_com  oalah aku gak liat 😂😂,no,baca,,baca
redybullying,@vanderism_com sudah lama itu saya pelanggan lama Dr 2015,no,baca,,baca
adjenfm,Buat potong rambut cocok nih,no,baca,,baca
fachry_mohammad,"Magnetik cube, modular pen, sama magnetik putty masih ada gan? @vanderism_com",no,jawab,,jawab
ig_nya_anjay,Bang cara pesen gimana si,no,jawab,,jawab
anandahilmi28,Min kalo mau mesen harus nunjukin ktp kah,no,jawab,,jawab
dannylaymeno,Gmn cr pesan ??,no,jawab,,jawab
apriantidian,"bantu jawab ya min, kalo mau pesen klik link yang ada di bio bro @luthfimovie @dannylaymeno gak perlu KTP bro @anandahilmi28 😆",no,baca,,baca
dannylaymeno,Oke @apriantidian😊,no,baca,,baca
dera_schiffer,Ini matanya 2 ato tengah aja bro? Bisa nyobek pacar mantan ga? @vanderism_com,no,jawab,,jawab
fuady_syukur,"Baru tadi, mainin kerambit (diputar2 di jari). Tangan tertusuk, darahnya banyak",no,abaikan,,abaikan
wikyiwahyudi,"Min jokul senter polisi dong yg silaunya se anjing"" yg biasa di pake pas tawuran bola",no,baca,,baca
mirzaafahreza,@haddi_set,no,abaikan,,abaikan
sir.bobby12,Nextnya gmna min. Yg giveaway karambit,no,jawab,,jawab
hanselardison,@gabriansavier,no,abaikan,,abaikan
ad.desember,QTRZ BARACAS KARAMBIT,no,abaikan,,abaikan
juansebastian.t,Authentic indonesian double blade karambit,no,abaikan,,abaikan
frisca_fpmt,RED MANTIS KARAMBIT,no,abaikan,,abaikan
ivnprtm,Red mantis karambit,no,abaikan,,abaikan
obviousweirdo,Bang @vanderism_com please cek dm 😢😢😢,no,jawab,,jawab
alpianrizky46,QTRZ BARACAS KARAMBIT,no,abaikan,,abaikan
samuel_naufalexander_pieter18,Qtrz baracas karambit,no,abaikan,,abaikan
vanderism_com,@obviousweirdo maaf banget bro customer service Vanderism hanya di LINE: @vanderism (pakai @),no,x,,x
vanderism_com,@wikyiwahyudi siapp juragan 🙌,no,x,,x
adityarifkii,Min tokonya dimana ya? @vanderism_com,no,jawab,,jawab
dionisius_hansen,Bagusan ini atau mantis karambit?@vanderism_com,no,jawab,,jawab
dionisius_hansen,Bagusan ini atau mantis karambit?@vanderism_com,no,jawab,,jawab
thrziexr,Min saya udah keracunan min... Diperpanjang atau didiskonin dong barangnya min... Tega bener 😭😭😭😭😭😭😭 @vanderism_com,no,jawab,,jawab
lainofar,@yosephinenr,no,abaikan,,abaikan
sukamto.eddy099,@permadihubert,no,abaikan,,abaikan
praditamaap,Min saya sudah ngomong di line mohon responnya ya,no,jawab,,jawab
dzulfikaradzakie,Min maaf respon line nya min,no,jawab,,jawab
rifqifaizala,Min saya udah transfer respon dong line nya @vanderism_com,no,jawab,,jawab
michaeleliawan,Red mantis karambit @vanderism_com,no,baca,,baca
darrenloa,Follow @garsuw009,no,abaikan,,abaikan
darrenloa,Follow @garsuw_009,no,abaikan,,abaikan
fikri_2907,Salah caption broo,no,baca,,baca
habibboy100,Berapa yg ini bg,no,jawab,,jawab
vanderism_com,"@adityarifkii untuk saat ini kita hanya online aja bro, belum ada toko offlinenyaPengiriman dari Jakarta",no,x,,x
vanderism_com,@habibboy100 sudah tertulis di caption broo :D,no,x,,x
fernando.siap,Msh ada?,no,jawab,,jawab
fernando.siap,Mau 1,no,baca,,baca
anontipografi.2499_,@ivancs08,no,abaikan,,abaikan
_notnothing,Saya pm wa nya ga dibales,no,jawab,,jawab
zalfamakarim,Bgus ini ato mantis karambit bang,no,jawab,,jawab
satrialaut88,Bisa pesen g ni??,no,jawab,,jawab
go_grind420,Masih ada stock?,no,jawab,,jawab
sadewo15,Min kok ngak di bales wa saya?,no,jawab,,jawab
dimas_swamandala,Bro karambit nya bisa dilipet atau gak??? @vanderism_com,no,jawab,,jawab
baaaper_gaming,Order bisa kok wa gak dibalea gimana sih nih,no,jawab,,jawab
07september2005,Mesen dong 1,no,baca,,baca
patrick.kuswanto08,@mayrendraa_ds,no,abaikan,,abaikan
vanderism_com,"Machete Tertajam Versi Vanderism 2017Code Voucher Diskon Website: ""RAMBOIV2017""Potongan Harga 32.000 untuk 10 Pembeli pertama➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖Rambo IV Machete Slyverster StalloneRambo IV Machete ini terkenal karena ketajamannya yang sadisKetajamannya mampu mencukur habis rambut tanpa usahaSelain ketajamannya, Rambo IV ini sangat cocok sekali bagi kalian yang para kolektor sejatiKarena Machete ini dihiasi dengan tanda tangan asli dari Slyverster StalloneDan Nomer Seri khusus berbeda-beda dengan Machete lain➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖Spec:- Panjang total : 57cm- Panjang Pisau: 37cm (sangat tajam, mampu mencukur bulu)- Ketebalan: 0.62cm- Hardness: 57HRC Besi Tempa Asli- Berat: 1205gram➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖Vanderism Price: 750.000 ---> 397.000Code Voucher Diskon Website: ""RAMBOIV2017""Potongan Harga 32.000 untuk 10 Pembeli pertamaBONUS V Gold Waterproof Sticker ➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖ For Furher Information Dont Hesitate To Contact Us:🚀 LINE: @vanderism (Pakai @)🚀 Whatsapp: 0818111373🚀 Official Website: www.vanderism.com🚀 Testimonials : @vanderismtestimonialsFor Business Enquiries Email usvanderism@yahoo.co.idReal Man Real Toys 🚀 .....#karambit #Rambo #petualangan #indovidgram #senjata #airsoft #demo #dagelan #rusuh #adventure #indovidgram #hiking #jagadiri #polisi #mantoys #tacticool #tactical #EDC #vanderism #senjatatajam #machete #pedang #perlindungan",yes,x,,x
sevewman,Mantapp soul min,no,baca,,hitung
davidlfrd,Mau order dong @vanderism_com,no,baca,,baca
mar.farid,Berapa,no,jawab,,jawab
panggilsaja.r,@langitsendu,no,abaikan,,abaikan
fahrin.m,"Racun emang nih, pengen :(",no,baca,,hitung
ixxryanxxi,Tanpa tenaga,no,baca,,baca
vanderism_com,@pitcdc mau order via LINE atau website boss ? Kalau website ada promo potongan 32rb 😝,no,x,,x
adhariyan,Makan ni racun @randyadhikamula,no,abaikan,,abaikan
m_mukti,wow,no,baca,,hitung
fxcaesar,@yulianputra,no,abaikan,,abaikan
ugaprayogautama,Jangan sampe salah fungsi 😉,no,baca,,baca
andifernandi,"Braaa aji gile, racun type B ni",no,baca,,baca
reva_bhagaskara,ngopo we sat ? wkwk @fxcaesar,no,abaikan,,abaikan
fxcaesar,@reva_bhagaskara meh nggolok koe,no,abaikan,,abaikan
reva_bhagaskara,"hayo teko golok"" wae pie ? @fxcaesar",no,abaikan,,abaikan
martinus61,@takuyaputr_ aku ini ja kanggo,no,abaikan,,abaikan
daveyo_27,@j.j.a.ferdinand tuku iki jepp,no,baca,,hitung
aldowiranat7,mau order nih,no,baca,,baca
m.devy,Minat? @adriansinung,no,abaikan,,abaikan
rafditya.athaya,Enak tuh buat motong daging =v,no,baca,,baca
vinsslim,Har beli lagi har @aloysiusharrry,no,baca,,baca
abiyyufayyadh,Coba sesekali tes potong kayu :),no,jawab,,jawab
vanderism_com,@abiyyukambing siappp !,no,x,,x
hendri_darmawan3,Potong kelapa min jangan nanas @vanderism_com,no,baca,,baca
ulumsyahrul,Jadi pengen 1 @basirfm,no,baca,,baca
fadelmbasir,Buat apaan @ulumsyahrul,no,abaikan,,abaikan
vanb.panjaitan,@nandapakbon,no,abaikan,,abaikan
arizkiriandy,RACUN!!!!!!!,no,baca,,hitung
albasitakmal,Boss mau pesan gmana caranya,no,jawab,,jawab
albert_ryan5,@fernandocunnoris  ini ke,no,abaikan,,abaikan
f.fidiyawanz,keren @ronal_f1,no,baca,,hitung
arradhingram,Cocok untuk kurban hewan wkwk,no,baca,,baca
maulidinalif,admin suru stok banyak pas idul adha 😂,no,baca,,baca
danieleko_,@fransjosua,no,abaikan,,abaikan
adamfiqh,Mantap kali buat motong kepala yg nikung gue ni @vanderism_com,no,abaikan,,abaikan
vanderism_com,@adamfiqh @maulidinalif @arradhingram 😂😂😂😂,no,x,,x
vanderism_com,@albasitakmal langsung bisa contact ke LINE:  @vanderism (pakai @),no,x,,x
samuelcor.1,@radenrandyy,no,abaikan,,abaikan
danielelisa_,@gardha24_,no,abaikan,,abaikan
fdhlrrahman_,@ninoalfadiansyah macam di pb,no,abaikan,,abaikan
