no,Kalimat Awal,Kalimat Hasil Preproses,Label Awal,Label Exp1,,Label Exp2,,Label Exp3,,Label Exp4,
140,Mau jualan kok akunnya di locked @irenanovi @n.choirina cari yg size L,jualan akunnya terkunci _mentionteman_ _mentionteman_ cari ukuran l ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
141,@lucerahma2 via dm yh mbk, _mentionteman_ via dm yh kakak perempuan ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
142,Uk xl siapa yg punya tp lingkar paha brp ya uk xl... Pinginnn,uk xl lingkar paha iya uk xl _tanda_titik_ pingin ,abaikan,jawab,false,jawab,false,jawab,false,jawab,false
143,Ada yg mau bowbow size s ga ? D aq ada nih,bowbow ukuran s _tanda_tanya_ ,abaikan,jawab,false,jawab,false,jawab,false,abaikan,true
144,Ada yg mau barter bowbow pants grey M ? Punya ku size L kebesaran,bertukar bowbow pants grey m _tanda_tanya_ ku ukuran l ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
145,Aq punya yg size S  turqouz beli kekecilan ternyata ad yg mau barter kah? Hrga sm dg vanilla @ildarizkyani @rahmawatus.ayu,ukuran s turqouz beli bertukar kah _tanda_tanya_ harga sm vanilla _mentionteman_ _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
146,Blm sampai sis kia instannya @vanillahijab uda g sbar bgt,kakak perempuan kia instannya _mentionpemilik_ g sbar banget ,baca,abaikan,false,abaikan,false,abaikan,false,jawab,false
147,Semarang belum nyampe sampai skrg...😰😰😰,_daerah_ nyampe _tanda_titik_ _emot_neg_ _emot_neg_ _emot_neg_ ,baca,jawab,false,baca,true,baca,true,abaikan,false
148,Madiun jga blum sampai,_daerah_ ,baca,baca,true,jawab,false,jawab,false,jawab,false
149,Sdh sampeee... cantiiik bgt,_tanda_titik_ cantik banget ,baca,baca,true,baca,true,baca,true,baca,true
150,Blm smpai jg😭 padahal di jakarta @vanillahijab,_emot_neg_ _daerah_ _mentionpemilik_ ,baca,jawab,false,jawab,false,jawab,false,jawab,false
151,Udah sampeee. Cantik bangeeett,_tanda_titik_ cantik bangett ,baca,baca,true,baca,true,baca,true,baca,true
152,Surabaya blm sampe jg,_daerah_ ,baca,jawab,false,jawab,false,jawab,false,jawab,false
153,"Surabaya blm sampai :""","_daerah_ :"" ",baca,jawab,false,jawab,false,jawab,false,baca,true
154,Udah sampe kia instannya kerenn 😘😘,kia instannya kerenn _emot_pos_ _emot_pos_ ,baca,abaikan,false,baca,true,baca,true,baca,true
155,"Belum kaa, gak sabar deh pengen pake 😂",kaa sabar deh pakai _emot_pos_ ,baca,abaikan,false,baca,true,baca,true,baca,true
156,Belum sistah,sistah ,baca,abaikan,false,baca,true,baca,true,baca,true
157,Aku belum dapat no resi nya hiks,nomor resi nya sedih ,baca,abaikan,false,jawab,false,jawab,false,jawab,false
158,Sicepat minggu libur yaa?,sicepat minggu libur iya _tanda_tanya_ ,jawab,abaikan,false,jawab,true,jawab,true,jawab,true
159,Lipmate n fusia msh ada yuk cek ig,lipmate fusia ayo cek ig ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
160,"Udah sampe kemarin, nyesel cm beli 2 doang. Enak dipakenya. Cantik gak bikin keliatan tembem ❤",kemarin menyesal cm beli _angka_ _tanda_titik_ enak dipakenya _tanda_titik_ cantik tembem \ _angka_ ,baca,baca,true,baca,true,baca,true,abaikan,false
161,Siapa yang masih punya stock Biyan Sist ? Dm dong,persediaan biyan kakak perempuan _tanda_tanya_ dm ,abaikan,abaikan,true,jawab,false,jawab,false,jawab,false
162,"KIA nya blm dtg kak sd skr, tolong Cek DM kak @vanillahijab . Trmkasih 😊",kia nya kak sd skr tolong cek dm kak _mentionpemilik_ _tanda_titik_ trmkasih _emot_pos_ ,baca,baca,true,jawab,false,jawab,false,abaikan,false
163,ðŸ’“,\ xf _angka_ \ _angka_ \ _angka_ \ _angka_ c ,abaikan,abaikan,true,abaikan,true,abaikan,true,jawab,false
164,Suka banget💞,suka banget _emot_pos_ ,baca,baca,true,baca,true,baca,true,baca,true
165,Yah cuma beli satu buat sendiri😂,kecewa beli _emot_pos_ ,baca,jawab,false,baca,true,baca,true,baca,true
166,Semoga berkah ya :),semoga berkah iya :) ,baca,abaikan,false,baca,true,baca,true,baca,true
167,"Kia instan udh nyampe, suka,,,, so simple tapi stylish...",kia instan nyampe suka so simple stylish _tanda_titik_ ,baca,baca,true,baca,true,baca,true,abaikan,false
168,"ANA BASIC SKIRT BLACK , yang minat DM yaa",ana basic skirt black minat dm iya ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
169,harus 4 ya sis?hadeeehhh bngung cari temennya 😌😌,_angka_ iya kakak perempuan _tanda_tanya_ aduh bingung cari temennya _emot_netral_ _emot_netral_ ,jawab,abaikan,false,jawab,true,jawab,true,jawab,true
170,😊😊😍😍😍, _emot_pos_ _emot_pos_ _emot_pos_ _emot_pos_ _emot_pos_ ,baca,abaikan,false,baca,true,baca,true,baca,true
171,blm nyampe punyaa aku status d web mash processing @vanillahijab  si cepat minggu nganter gk yaa,nyampe punyaa status web processing _mentionpemilik_ si cepat minggu mengantar iya ,baca,baca,true,baca,true,baca,true,jawab,false
172,Aku pesan sala instant kok blm sampe jg yah?,pesan sala instan kecewa _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
173,Kemarin katanya mau didm voucher  yg komen cara mudah belanja di website vanilla tp blm ada dmnya sis hikss,kemarin didm voucher komentar mudah belanja website vanilla dmnya kakak perempuan hikss ,baca,jawab,false,abaikan,false,abaikan,false,abaikan,false
174,"udah nyampe kak, nyaman banget, cuma sendiri doang mesennya, jdi ngak bisa ikutan deh 🙁 @vanillahijab",nyampe kak nyaman banget mesennya ngak deh _emot_neg_ _mentionpemilik_ ,baca,jawab,false,baca,true,baca,true,baca,true
175,Sisa kia frozen & fushia..minat dm ya😉. #testimonichiic,sisa kia frozen & fushia _tanda_titik_ minat dm iya _emot_pos_ _tanda_titik_ _hashtag_ stimonichiic ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
176,Belom sampe kianyaa @vanillahijab 😌,kianyaa _mentionpemilik_ _emot_netral_ ,baca,baca,true,baca,true,baca,true,jawab,false
177,"@kaliakyrli podoo kak,,", _mentionteman_ podoo kak ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
178,@annamardalina samaaa 😂, _mentionteman_ _emot_pos_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
179,Harus 4 org ya min? 😂 ajak siapa lagi yaa.. Kita cuma berdua @wati_hasugian 😂,_angka_ orang iya min _tanda_tanya_ _emot_pos_ ajak iya _tanda_titik_ berdua _mentionteman_ _emot_pos_ ,jawab,jawab,true,abaikan,false,abaikan,false,abaikan,false
180,"yang minat kia instan jeans, campina, lipmatte, rose, biyan, yuk cek ig, bisa via shopee",minat kia instan jeans campina lipmatte rose biyan ayo cek ig via shopee ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
181,Iyaa nih qta cuma berdua nih @maya_hasegawa  ayook ajak sapa yg mau bareng DM pliss 😂,iyaa berdua _mentionteman_ ayook ajak bareng dm pliss _emot_pos_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
182,Yaah dikantor cm 2 orang yg pake hijab,kecewa dikantor cm _angka_ orang pakai hijab ,abaikan,abaikan,true,jawab,false,jawab,false,abaikan,true
183,Tangerang blm sampe.. Biasanya senin,_daerah_ _tanda_titik_ senin ,baca,jawab,false,jawab,false,jawab,false,abaikan,false
184,"Aq udah sampe kemaren siang, cepeeeett banget nyampenya..",kemarin siang cepett banget nyampenya _tanda_titik_ ,baca,baca,true,baca,true,baca,true,baca,true
185,"Yang minat kia teal & frozen, harga 80, pengiriman jakarta timur, bisa cek langsung IG ya, thanks😊",minat kia teal & frozen harga _angka_ pengiriman _daerah_ timur cek langsung ig iya terima kasih _emot_pos_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
186,Yah ternyata punyaku masih dlam proses pengiriman,kecewa milikku proses pengiriman ,baca,abaikan,false,abaikan,false,abaikan,false,baca,true
187,Punya ku blum nyampe 😩,ku nyampe _emot_neg_ ,baca,abaikan,false,baca,true,baca,true,abaikan,false
188,@n.choirina untuk klaim LINE ke @vanillaind (pakai @) sebutkan no. Order nya ya dear., _mentionteman_ klaim line _mentionteman_ ( pakai _mentionteman_ sebutkan nomor _tanda_titik_ order nya iya dear _tanda_titik_ ,baca,baca,true,baca,true,baca,true,abaikan,false
189,"Haii beauties, cek IG kita yaa, jual PIXI glow tonic, SKII, Laneige dan Real Technique Original 💋💋",haii beauties cek ig iya jual pixi glow tonic skii laneige real technique asli _emot_netral_ _emot_netral_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
190,Barakallah ya :),barakallah iya :) ,baca,abaikan,false,baca,true,baca,true,abaikan,false
191,Aku blm sampe😅,_emot_pos_ ,baca,baca,true,baca,true,baca,true,baca,true
192,Thank u mbk @dindavanillahijab  baru kali ini bs salah ukuran kirimnya 😂,thang kakak perempuan _mentionteman_ _daerah_ kali salah ukuran kirimnya _emot_pos_ ,baca,jawab,false,abaikan,false,abaikan,false,abaikan,false
193,"Cara cek orderan uda dikirim atau blm gmn sist?saya ud konfirmasi pembayaran& sudah d email sedang dicek konfirmasiny, tp sampe skrg blm di email lg kelanjutanny gmn? @dindavanillahijab",cek pesanan dikirim kakak perempuan _tanda_tanya_ konfirmasi pembayaran & email dicek konfirmasinya email kelanjutannya _tanda_tanya_ _mentionteman_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
194,"Bisa dilihat di web vanillanya mba, login account kita di web vanilla, terus buka akun saya,nanti ada pesanan saya habis itu klik lihat pesanan,kalau sudah ada tulisan processing berarti sudah diproses mba dan sabar aja nanti akan datang sendiri, kalau peyment review berarti masih dicek pembayarannya dan blm diproses @seli_nursolihah #bantujawab",web vanillanya kakak perempuan login akun web vanilla buka akun pesanan habis klik lihat pesanan tulisan processing diproses kakak perempuan sabar peyment review dicek pembayarannya diproses _mentionteman_ _hashtag_ ,baca,jawab,false,abaikan,false,abaikan,false,abaikan,false
195,"Ana pants, sala, kia yuk cek ig 😘",ana pants sala kia ayo cek ig _emot_pos_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
196,"Punya sy juga belum di kirim nech :) tp insya allah vanilla amanah barang pesananku sebelum sebelumnya sampai dan sesuai dgn pesanan dan suprise ny d paketan slalu ad gift cantik dari @vanillahijab . gk kebayangin 1 hari packing paketan ribuan pc gimana coba pasti ad yg kelewat itu mah wajar , yg terpenting barang sampai dgn selamat. Heheee",kirim nech :) insya allah vanilla amanah barang pesananku sesuai pesanan suprise ny paketan hadiah cantik _mentionpemilik_ _tanda_titik_ kebayangin _angka_ packing paketan ribuan pc coba terlewat mah wajar terpenting barang selamat _tanda_titik_ tertawa ,baca,jawab,false,jawab,false,jawab,false,baca,true
197,Ana basic skirt black,ana basic skirt black ,abaikan,abaikan,true,abaikan,true,abaikan,true,jawab,false
198,"@dindavanillahijab hari minggu tutup ya kak, dr kmrn sore komplainnya blm di bls 😊😁", _mentionteman_ minggu tutup iya kak kemarin sore komplainnya balas _emot_pos_ _emot_pos_ ,jawab,jawab,true,abaikan,false,abaikan,false,jawab,true
199,Ready kia instan warna TEAL & LIPMATTE..yg minat bisa DM aku yaa 😚😚,kia instan warna teal & lipmatte _tanda_titik_ minat dm iya _emot_pos_ _emot_pos_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
200,"Bobow pantsku udah dateng, warna turqoaz keceee badaaaaiiii😍😍😍 sukaaaaaak banget. Kainnya juga sukaaaak. Kia instan apalagi, bahannya favorite, warna sukaaaaaak bingiits. Ga nyesel kemaren iseng2 beli, hihihii. Vanilla ga pernah ngecewain emang mah😘😘😘",bobow pantsku warna turqoaz keren badai _emot_pos_ _emot_pos_ _emot_pos_ suka banget _tanda_titik_ kainnya suka _tanda_titik_ kia instan bahannya favorit warna suka bingiits _tanda_titik_ menyesal kemarin iseng _angka_ beli hii _tanda_titik_ vanilla mengecewakan mah _emot_pos_ _emot_pos_ _emot_pos_ ,baca,baca,true,baca,true,baca,true,abaikan,false
201,"Yg masih cari Turquaz bobow sz M , silahkan dm😉",cari turquaz bobow sz m silakan dm _emot_pos_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
202,"Yeay berhasil processing, thx mba @humairah1985",hore berhasil processing terima kasih kakak perempuan _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
203,Yg domisili di Jogja ada yg mau foto barengan gaaak? ❤,domisili jogja foto bersamaan _tanda_tanya_ \ _angka_ ,abaikan,abaikan,true,jawab,false,jawab,false,jawab,false
204,@wati_hasugian @maya_hasegawa lokasi mana kak? Hayuk gabungan kalo di Jogja mah 😂, _mentionteman_ _mentionteman_ lokasi kak _tanda_tanya_ ayo gabungan jogja mah _emot_pos_ ,abaikan,jawab,false,abaikan,true,abaikan,true,abaikan,true
205,@lagilagi_aziim iya dear di bls hari kerja senin - jum'at., _mentionteman_ iya dear balas kerja senin - jumat _tanda_titik_ ,baca,abaikan,false,abaikan,false,abaikan,false,abaikan,false
206,@nenenggg.nd @wati_hasugian kita domisili Jakarta & Bekasi 😂 yuuuk yg mau gabungan.. Sekalian saling kenal dengan #sistervanillahijab yg lain 😊, _mentionteman_ _mentionteman_ domisili _daerah_ & _daerah_ _emot_pos_ ayo gabungan _tanda_titik_ kenal # sistervanillahijab _emot_pos_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
207,"Avail kia instan Rouge & Olive, yang minat lsg dm yaa. Bs via shopee juga kok 😉",avail kia instan rouge & olive minat lsg dm iya _tanda_titik_ via shopee _emot_pos_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
208,"Yg ga kebagian kia instan bs cek ig yah dear, free ongkir ke tempat tujuan via shopee😊",kebagian kia instan cek ig kecewa dear free ongkos kirim tujuan via shopee _emot_pos_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
209,"@nenenggg.nd domisili jogja yaa,,, aku & @maya_hasegawa domisili jakarta & bekasi yg samaan domisili yukkk gabung #rameramepakevanilla sekalian silaturahmi dengan #sistervanillahijab lainnya 😀", _mentionteman_ domisili jogja iya & _mentionteman_ domisili _daerah_ & _daerah_ samaan domisili ayo gabung _hashtag_ silaturahmi # sistervanillahijab _emot_pos_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
210,Ready kia frozen & fushia...minat silahkan dm😊tq,kia frozen & fushia _tanda_titik_ minat silakan dm _emot_pos_ terima kasih ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
211,Alhamdulillah kia instan nya udh sampe.. Bagus bgt.. Lucu di pake nya... @vanillahijab 😍,alhamdulillah kia instan nya _tanda_titik_ bagus banget _tanda_titik_ lucu pakai nya _tanda_titik_ _mentionpemilik_ _emot_pos_ ,baca,baca,true,baca,true,baca,true,baca,true
212,Ana basic skirt black 😘💕💕💕,ana basic skirt black _emot_pos_ _emot_pos_ _emot_pos_ _emot_pos_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
213,"Yuk cek ig @hijabelz.id hijab murah, square motif, pashmina 😍😍❤️",ayo cek ig _mentionteman_ hijab murah square motif pashmina _emot_pos_ _emot_pos_ \ _angka_ \ ufe _angka_ f ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
214,🍎🍎 Yasmine masih punya Kia instan 🙏😄 Aslinya bagus bgt .. Mampirr ..., _emot_netral_ _emot_netral_ yasmine kia instan _emot_netral_ _emot_pos_ aslinya bagus banget _tanda_titik_ mampirr _tanda_titik_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,baca,false
215,Selly ikutan yu.. @sely.elfath,selly yu _tanda_titik_ _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
216,"KIA Instan Jeans, Rose,  Biyan,  Olive dan Rouge,  80rb aja. Yg minat DM ya. Bisa via Shopee.",kia instan jeans rose biyan olive rouge _angka_ ribu _tanda_titik_ minat dm iya _tanda_titik_ via shopee _tanda_titik_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
217,@wiedy_aersi @shifanirmaya  @trii.wahyunii ayok besok foto2, _mentionteman_ _mentionteman_ _mentionteman_ ayo besok foto _angka_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
218,"Ready soon rose,jeans,rouge,olive,campina,biyan,teal,harga 80,pengiriman jakarta timur,bisa cek IG langsung,thanks😊",rose jeans rouge olive campina biyan teal harga _angka_ pengiriman _daerah_ timur cek ig langsung terima kasih _emot_pos_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
219,"Masih ada kia teal, Biyan dan olive minat DM ya",kia teal biyan olive minat dm iya ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
220,"KIA Instan Jeans,Rose,Rouge,Biyan,Olive,Lipmatte. 80rb aja minat DM ya .",kia instan jeans rose rouge biyan olive lipmatte _tanda_titik_ _angka_ ribu minat dm iya _tanda_titik_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
221,Aku blm dapet balasan dr vanilla .. padahal sudah konfirmasi... gimana ini sis,balasan vanilla _tanda_titik_ konfirmasi _tanda_titik_ kakak perempuan ,jawab,jawab,true,abaikan,false,abaikan,false,abaikan,false
222,Aku udh line ke vanillasupport juga,line vanillasupport ,baca,baca,true,baca,true,baca,true,baca,true
223,Mau dong nitip,menitipkan ,abaikan,abaikan,true,baca,false,baca,false,abaikan,true
224,Tuw @noviamerliana ada sisa stock hit n run cuuuus langsung ke www.vanillahijab.com,tuw _mentionteman_ sisa persediaan hit lari ayo langsung _url_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
225,Maaf mba @hanamutiaraaa mau komplen atau mau order?,maaf kakak perempuan _mentionteman_ komplain order _tanda_tanya_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,jawab,false
226,"Kmaren dpt tinggal cacaote,, skrg ada smua warna... 😔😿",kemarin tinggal cacaote warna _tanda_titik_ _emot_netral_ _emot_neg_ ,baca,baca,true,abaikan,false,abaikan,false,baca,true
227,Maaf mbak kira kira sampenya kapan ya? saya ordernya kemaren @vanillahijab,maaf mbak sampenya iya _tanda_tanya_ ordernya kemarin _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
228,@noviekurnayanti mau komplen orderan, _mentionteman_ komplain pesanan ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
229,"@noviekurnayanti bantu jawab ya,, mba @hanamutiaraa itu sdh order dan mau komplain krn blm dpt konfirmasi email 😊", _mentionteman_ bantu iya kakak perempuan _mentionteman_ order komplain konfirmasi email _emot_pos_ ,abaikan,jawab,false,abaikan,true,abaikan,true,abaikan,true
230,Kok ngga bs check out ya @vanillahijab,periksa out iya _mentionpemilik_ ,jawab,jawab,true,baca,false,baca,false,baca,false
231,"Yang cari rose , lipmate, jeans , rauge , Campina , 😘😘😅",cari rose lipmate jeans rauge campina _emot_pos_ _emot_pos_ _emot_pos_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
232,@dinda_nda19 aku dm mb, _mentionteman_ dm mb ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
233,"Dapet warna rose, lipmatte, teal, jeans, biyan 😵😵",warna rose lipmatte teal jeans biyan _emot_neg_ _emot_neg_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
234,BIAN BIAN BIAN ROSE ROSE ROSE lipmate lipmate rauge rauge Campina CAMPINA 😚😚😘😘😘😘😘,bian bian bian rose rose rose lipmate lipmate rauge rauge campina campina _emot_pos_ _emot_pos_ _emot_pos_ _emot_pos_ _emot_pos_ _emot_pos_ _emot_pos_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
